,concept,language,word,ID,cc,ccCode
561,leaf,FRIULIAN,feE,561,leaf:3,d
563,leaf,GASCON,wueyo,563,leaf:4,e
577,leaf,OCCITAN_ARANESE,ueLo,577,leaf:4,e
576,leaf,NONES_GARDENESE,pleCa,576,leaf:5,f
48,liver,ALBANIAN_TOSK,m3lCi,48,liver:0,a
47,liver,ALBANIAN,m3lCi,47,liver:0,a
46,liver,ALBANIAN_GHEG,m3lCi,46,liver:0,a
61,liver,ITALIAN,fegato,61,liver:1,b
67,liver,LIGURIAN_STELLA,fegatu,67,liver:1,b
66,liver,LIGURIAN_RAPALLO,figEtu,66,liver:1,b
65,liver,LIGURIAN_GENOESE,fegatu,65,liver:1,b
78,liver,PORTUGUESE,fixa8u,78,liver:1,b
79,liver,ROMAGNOL_RAVENNATE,fegat,79,liver:1,b
80,liver,ROMANIAN,fikat,80,liver:1,b
81,liver,ROMANIAN_2,fikat,81,liver:1,b
64,liver,LANGUEDOCIEN,feje,64,liver:1,b
63,liver,JUDEO_ESPAGNOL,igado,63,liver:1,b
62,liver,ITALIAN_GROSSETO_TUSCAN,fegato,62,liver:1,b
60,liver,GASCON,hiCe,60,liver:1,b
49,liver,ARAGONESE,figado,49,liver:1,b
88,liver,SARDINIAN_CAMPIDANESE,figaw,88,liver:1,b
89,liver,SARDINIAN_LOGUDARESE,fikadu,89,liver:1,b
90,liver,SICILIAN_UnnamedInSource,fiCatu,90,liver:1,b
91,liver,SPANISH,igado,91,liver:1,b
59,liver,GALICIAN,figado,59,liver:1,b
55,liver,EMILIANO_FERRARESE,fEgat,55,liver:1,b
58,liver,FRIULIAN,fiat,58,liver:1,b
53,liver,DALMATIAN,figuot,53,liver:1,b
52,liver,CORSICAN,fegatu,52,liver:1,b
51,liver,CATALAN_2,fej3,51,liver:1,b
50,liver,CATALAN,fej3,50,liver:1,b
70,liver,NEAPOLITAN_CALABRESE,fExat3,70,liver:1,b
87,liver,SARDINIAN,figadu,87,liver:1,b
71,liver,NONES,fica,71,liver:1,b
68,liver,LOMBARD_BERGAMO,fidek,68,liver:2,c
69,liver,LOMBARD_PLESIO,fidEk,69,liver:2,c
56,liver,EMILIANO_REGGIANO,fedeg,56,liver:2,c
74,liver,PIEMONTESE_BARBANIA,fidik,74,liver:2,c
75,liver,PIEMONTESE_CARMAGNOLA,fidik,75,liver:2,c
76,liver,PIEMONTESE_LANZO_TORINESE,fidik,76,liver:2,c
77,liver,PIEMONTESE_VERCELLESE,fidik,77,liver:2,c
54,liver,EMILIANO_CARPIGIANO,fedeg,54,liver:2,c
57,liver,FRENCH,fa,57,liver:3,d
72,liver,NONES_FASSANO,neygEr,72,liver:4,e
73,liver,NONES_GARDENESE,foSk,73,liver:5,f
82,liver,ROMANIAN_MEGLENO,drop,82,liver:6,g
83,liver,ROMANSH_GRISHUN,5irom,83,liver:7,h
84,liver,ROMANSH_SURMIRAN,nirom,84,liver:7,h
86,liver,ROMANSH_VALLADER,53rom,86,liver:7,h
85,liver,ROMANSH_SURSILVAN,dir,85,liver:8,i
92,liver,TURIA_AROMANIAN,layikat,92,liver:9,j
0,louse,ALBANIAN_GHEG,mor,0,louse:0,a
1,louse,ALBANIAN,morr,1,louse:0,a
2,louse,ALBANIAN_TOSK,mor,2,louse:0,a
17,louse,ITALIAN_GROSSETO_TUSCAN,pidokyo,17,louse:1,b
18,louse,JUDEO_ESPAGNOL,pioxo,18,louse:1,b
19,louse,LANGUEDOCIEN,pezul,19,louse:1,b
20,louse,LIGURIAN_GENOESE,pigEju,20,louse:1,b
15,louse,GASCON,pedui,15,louse:1,b
14,louse,GALICIAN,pioLo,14,louse:1,b
13,louse,FRIULIAN,pEdoli,13,louse:1,b
21,louse,LIGURIAN_RAPALLO,pigEju,21,louse:1,b
42,louse,SARDINIAN,priogu,42,louse:1,b
22,louse,LIGURIAN_STELLA,pyEju,22,louse:1,b
33,louse,PORTUGUESE,pioLu,33,louse:1,b
16,louse,ITALIAN,pidokko,16,louse:1,b
25,louse,NEAPOLITAN_CALABRESE,p3ruky3,25,louse:1,b
8,louse,DALMATIAN,pedoklo,8,louse:1,b
7,louse,CORSICAN,pidoTu,7,louse:1,b
26,louse,NONES,piocEl,26,louse:1,b
35,louse,ROMANIAN,p3duke,35,louse:1,b
43,louse,SARDINIAN_CAMPIDANESE,prioxu,43,louse:1,b
44,louse,SARDINIAN_LOGUDARESE,preuku,44,louse:1,b
4,louse,ASTURIAN,pioyu,4,louse:1,b
3,louse,ARAGONESE,pegoLo,3,louse:1,b
45,louse,SPANISH,pioho,45,louse:1,b
37,louse,ROMANIAN_MEGLENO,pidukLu,37,louse:1,b
36,louse,ROMANIAN_2,paduke,36,louse:1,b
32,louse,PIEMONTESE_VERCELLESE,pyoC,32,louse:2,c
29,louse,PIEMONTESE_BARBANIA,puy,29,louse:2,c
27,louse,NONES_FASSANO,poye,27,louse:2,c
28,louse,NONES_GARDENESE,podl,28,louse:2,c
24,louse,LOMBARD_PLESIO,pyoC,24,louse:2,c
23,louse,LOMBARD_BERGAMO,pyoC,23,louse:2,c
40,louse,ROMANSH_SURSILVAN,pluL,40,louse:2,c
38,louse,ROMANSH_GRISHUN,pluL,38,louse:2,c
39,louse,ROMANSH_SURMIRAN,pluL,39,louse:2,c
31,louse,PIEMONTESE_LANZO_TORINESE,puy,31,louse:2,c
41,louse,ROMANSH_VALLADER,plwoL,41,louse:2,c
11,louse,EMILIANO_REGGIANO,pyoC,11,louse:2,c
9,louse,EMILIANO_CARPIGIANO,pyoC,9,louse:2,c
6,louse,CATALAN_2,poL,6,louse:2,c
5,louse,CATALAN,poL,5,louse:2,c
30,louse,PIEMONTESE_CARMAGNOLA,puy,30,louse:2,c
10,louse,EMILIANO_FERRARESE,vdoC,10,louse:3,d
34,louse,ROMAGNOL_RAVENNATE,bdoC,34,louse:3,d
12,louse,FRENCH,pu,12,louse:4,e
1636,mountain,ALBANIAN_TOSK,mal,1636,mountain:0,a
1635,mountain,ALBANIAN,mal,1635,mountain:0,a
1634,mountain,ALBANIAN_GHEG,mal,1634,mountain:0,a
1650,mountain,GALICIAN,monta5a,1650,mountain:1,b
1649,mountain,FRIULIAN,mont,1649,mountain:1,b
1648,mountain,FRENCH,motaj,1648,mountain:1,b
1647,mountain,EMILIANO_REGGIANO,munta5a,1647,mountain:1,b
1646,mountain,EMILIANO_FERRARESE,munta5a,1646,mountain:1,b
1645,mountain,EMILIANO_CARPIGIANO,munta5a,1645,mountain:1,b
1684,mountain,TURIA_AROMANIAN,muni,1684,mountain:1,b
1685,mountain,VALENCIAN,munta5a,1685,mountain:1,b
1651,mountain,GASCON,munta5o,1651,mountain:1,b
1661,mountain,NEAPOLITAN_CALABRESE,munta53,1661,mountain:1,b
1643,mountain,CORSICAN,muntanTa,1643,mountain:1,b
1642,mountain,CATALAN_2,munta53,1642,mountain:1,b
1641,mountain,CATALAN,mon,1641,mountain:1,b
1640,mountain,BALEAR_CATALAN,munta53,1640,mountain:1,b
1639,mountain,ASTURIAN,monte,1639,mountain:1,b
1638,mountain,ARPITAN,mota5i,1638,mountain:1,b
1637,mountain,ARAGONESE,mon,1637,mountain:1,b
1680,mountain,SARDINIAN_CAMPIDANESE,monti,1680,mountain:1,b
1644,mountain,DALMATIAN,muant,1644,mountain:1,b
1686,mountain,VLACH,mundi,1686,mountain:1,b
1652,mountain,ITALIAN,monta5a,1652,mountain:1,b
1654,mountain,JUDEO_ESPAGNOL,monta5a,1654,mountain:1,b
1665,mountain,OCCITAN_ARANESE,muna5o,1665,mountain:1,b
1666,mountain,PIEMONTESE_BARBANIA,muNta5a,1666,mountain:1,b
1667,mountain,PIEMONTESE_CARMAGNOLA,muNta5a,1667,mountain:1,b
1668,mountain,PIEMONTESE_LANZO_TORINESE,muNta5a,1668,mountain:1,b
1669,mountain,PIEMONTESE_VERCELLESE,muNta5a,1669,mountain:1,b
1660,mountain,LOMBARD_PLESIO,munta5a,1660,mountain:1,b
1670,mountain,PORTUGUESE,mota5a,1670,mountain:1,b
1671,mountain,ROMAGNOL_RAVENNATE,mownt,1671,mountain:1,b
1672,mountain,ROMANIAN,munte,1672,mountain:1,b
1674,mountain,ROMANIAN_MEGLENO,munti,1674,mountain:1,b
1675,mountain,ROMANSH_GRISHUN,munto53,1675,mountain:1,b
1676,mountain,ROMANSH_SURMIRAN,munto53,1676,mountain:1,b
1678,mountain,ROMANSH_VALLADER,munto53,1678,mountain:1,b
1679,mountain,SARDINIAN,munta5a,1679,mountain:1,b
1659,mountain,LOMBARD_BERGAMO,monta5a,1659,mountain:1,b
1657,mountain,LIGURIAN_RAPALLO,munta5a,1657,mountain:1,b
1655,mountain,LANGUEDOCIEN,munta5o,1655,mountain:1,b
1653,mountain,ITALIAN_GROSSETO_TUSCAN,monata5a,1653,mountain:1,b
1662,mountain,NONES,mon,1662,mountain:1,b
1681,mountain,SARDINIAN_LOGUDARESE,monte,1681,mountain:1,b
1682,mountain,SICILIAN_UnnamedInSource,munta5a,1682,mountain:1,b
1656,mountain,LIGURIAN_GENOESE,briku,1656,mountain:2,c
1658,mountain,LIGURIAN_STELLA,briku,1658,mountain:2,c
1663,mountain,NONES_FASSANO,krepa,1663,mountain:3,d
1664,mountain,NONES_GARDENESE,kr3p,1664,mountain:3,d
1673,mountain,ROMANIAN_2,colina,1673,mountain:4,e
1677,mountain,ROMANSH_SURSILVAN,kuolm,1677,mountain:5,f
1683,mountain,SPANISH,sero,1683,mountain:6,g
1167,name,ALBANIAN_TOSK,Em3r,1167,name:0,a
1166,name,ALBANIAN,em3r,1166,name:0,a
1197,name,PIEMONTESE_BARBANIA,nom,1197,name:1,b
1216,name,VLACH,numa,1216,name:1,b
1198,name,PIEMONTESE_CARMAGNOLA,nom,1198,name:1,b
1199,name,PIEMONTESE_LANZO_TORINESE,nom,1199,name:1,b
1200,name,PIEMONTESE_VERCELLESE,nom,1200,name:1,b
1202,name,ROMAGNOL_RAVENNATE,nom,1202,name:1,b
1203,name,ROMANIAN,nume,1203,name:1,b
1204,name,ROMANIAN_2,nume,1204,name:1,b
1205,name,ROMANIAN_MEGLENO,numi,1205,name:1,b
1206,name,ROMANSH_GRISHUN,num,1206,name:1,b
1207,name,ROMANSH_SURMIRAN,nom,1207,name:1,b
1208,name,ROMANSH_SURSILVAN,num,1208,name:1,b
1209,name,ROMANSH_VALLADER,nom,1209,name:1,b
1211,name,SARDINIAN_CAMPIDANESE,nomini,1211,name:1,b
1213,name,SICILIAN_UnnamedInSource,nomi,1213,name:1,b
1201,name,PORTUGUESE,nom3,1201,name:1,b
1196,name,OCCITAN_ARANESE,nom,1196,name:1,b
1193,name,NONES,nom,1193,name:1,b
1192,name,NEAPOLITAN_CALABRESE,nom3,1192,name:1,b
1168,name,ARAGONESE,nombre,1168,name:1,b
1170,name,ASTURIAN,nome,1170,name:1,b
1171,name,BALEAR_CATALAN,nom,1171,name:1,b
1172,name,CATALAN,nom,1172,name:1,b
1173,name,CATALAN_2,nom,1173,name:1,b
1174,name,CORSICAN,nomu,1174,name:1,b
1175,name,DALMATIAN,nam,1175,name:1,b
1176,name,EMILIANO_CARPIGIANO,nom,1176,name:1,b
1177,name,EMILIANO_FERRARESE,nom,1177,name:1,b
1178,name,EMILIANO_REGGIANO,nom,1178,name:1,b
1181,name,GALICIAN,nome,1181,name:1,b
1182,name,GASCON,num,1182,name:1,b
1183,name,ITALIAN,nome,1183,name:1,b
1184,name,ITALIAN_GROSSETO_TUSCAN,nome,1184,name:1,b
1185,name,JUDEO_ESPAGNOL,nombre,1185,name:1,b
1188,name,LIGURIAN_RAPALLO,nume,1188,name:1,b
1189,name,LIGURIAN_STELLA,nume,1189,name:1,b
1190,name,LOMBARD_BERGAMO,nom,1190,name:1,b
1191,name,LOMBARD_PLESIO,nom,1191,name:1,b
1194,name,NONES_FASSANO,inom,1194,name:1,b
1187,name,LIGURIAN_GENOESE,nume,1187,name:1,b
1215,name,VALENCIAN,nom,1215,name:1,b
1214,name,SPANISH,nombre,1214,name:1,b
1169,name,ARPITAN,no,1169,name:2,c
1179,name,FRENCH,no,1179,name:2,c
1180,name,FRIULIAN,non,1180,name:3,d
1186,name,LANGUEDOCIEN,nun,1186,name:3,d
1195,name,NONES_GARDENESE,inwem,1195,name:4,e
1165,name,ALBANIAN_GHEG,em3n,1165,name:5,f
1210,name,SARDINIAN,lumene,1210,name:5,f
1212,name,SARDINIAN_LOGUDARESE,lumene,1212,name:5,f
393,new,ALBANIAN_GHEG,ri,393,new:0,a
395,new,ALBANIAN_TOSK,ri,395,new:0,a
394,new,ALBANIAN,iri,394,new:1,b
411,new,ITALIAN_GROSSETO_TUSCAN,novo,411,new:2,c
439,new,SARDINIAN_LOGUDARESE,novu,439,new:2,c
426,new,PIEMONTESE_LANZO_TORINESE,nov,426,new:2,c
424,new,PIEMONTESE_BARBANIA,nov,424,new:2,c
397,new,ARPITAN,novo,397,new:2,c
406,new,FRENCH,nuvo,406,new:2,c
404,new,EMILIANO_FERRARESE,nov,404,new:2,c
419,new,NEAPOLITAN_CALABRESE,nwov3,419,new:2,c
428,new,PORTUGUESE,novu,428,new:2,c
429,new,ROMAGNOL_RAVENNATE,no3v,429,new:2,c
440,new,SICILIAN_UnnamedInSource,novu,440,new:2,c
408,new,GALICIAN,nobo,408,new:2,c
405,new,EMILIANO_REGGIANO,nov,405,new:2,c
416,new,LIGURIAN_STELLA,nEvu,416,new:2,c
410,new,ITALIAN,nwovo,410,new:2,c
415,new,LIGURIAN_RAPALLO,nEvu,415,new:2,c
396,new,ARAGONESE,nuebo,396,new:2,c
414,new,LIGURIAN_GENOESE,nEvu,414,new:2,c
412,new,JUDEO_ESPAGNOL,muevo,412,new:2,c
398,new,ASTURIAN,nuevu,398,new:2,c
403,new,EMILIANO_CARPIGIANO,nov,403,new:2,c
441,new,SPANISH,nuevo,441,new:2,c
437,new,SARDINIAN,nou,437,new:3,d
401,new,CATALAN_2,now,401,new:3,d
430,new,ROMANIAN,nou,430,new:3,d
438,new,SARDINIAN_CAMPIDANESE,now,438,new:3,d
431,new,ROMANIAN_2,now,431,new:3,d
443,new,VLACH,nou,443,new:3,d
425,new,PIEMONTESE_CARMAGNOLA,now,425,new:3,d
400,new,CATALAN,nou,400,new:3,d
432,new,ROMANIAN_MEGLENO,now,432,new:3,d
399,new,BALEAR_CATALAN,now,399,new:3,d
413,new,LANGUEDOCIEN,naw,413,new:3,d
442,new,VALENCIAN,now,442,new:3,d
421,new,NONES_FASSANO,nef,421,new:4,e
407,new,FRIULIAN,5ouf,407,new:4,e
427,new,PIEMONTESE_VERCELLESE,nof,427,new:4,e
418,new,LOMBARD_PLESIO,nof,418,new:4,e
417,new,LOMBARD_BERGAMO,nof,417,new:4,e
422,new,NONES_GARDENESE,nwef,422,new:4,e
436,new,ROMANSH_VALLADER,nowf,436,new:4,e
402,new,DALMATIAN,nuf,402,new:4,e
433,new,ROMANSH_GRISHUN,nof,433,new:4,e
434,new,ROMANSH_SURMIRAN,nof,434,new:4,e
435,new,ROMANSH_SURSILVAN,nief,435,new:4,e
423,new,OCCITAN_ARANESE,nau,423,new:5,f
409,new,GASCON,nau,409,new:5,f
420,new,NONES,neo,420,new:6,g
914,night,CORSICAN,noti,914,night:0,a
932,night,NEAPOLITAN_CALABRESE,not3,932,night:0,a
929,night,LIGURIAN_STELLA,nECe,929,night:0,a
927,night,LIGURIAN_GENOESE,nEte,927,night:0,a
910,night,ASTURIAN,nueCe,910,night:0,a
925,night,JUDEO_ESPAGNOL,noCe,925,night:0,a
924,night,ITALIAN_GROSSETO_TUSCAN,note,924,night:0,a
923,night,ITALIAN,notte,923,night:0,a
928,night,LIGURIAN_RAPALLO,nEte,928,night:0,a
941,night,PORTUGUESE,noyt3,941,night:0,a
944,night,ROMANIAN_2,noapte,944,night:0,a
943,night,ROMANIAN,noapte,943,night:0,a
921,night,GALICIAN,noite,921,night:0,a
945,night,ROMANIAN_MEGLENO,noapti,945,night:0,a
905,night,ALBANIAN_GHEG,nat3,905,night:0,a
950,night,SARDINIAN,note,950,night:0,a
951,night,SARDINIAN_CAMPIDANESE,noti,951,night:0,a
952,night,SARDINIAN_LOGUDARESE,note,952,night:0,a
953,night,SICILIAN_UnnamedInSource,noti,953,night:0,a
954,night,SPANISH,noCe,954,night:0,a
907,night,ALBANIAN_TOSK,nat3,907,night:0,a
956,night,VLACH,napte,956,night:0,a
942,night,ROMAGNOL_RAVENNATE,nota,942,night:0,a
906,night,ALBANIAN,nat3,906,night:0,a
908,night,ARAGONESE,nueit,908,night:1,b
922,night,GASCON,nwoyt,922,night:1,b
939,night,PIEMONTESE_LANZO_TORINESE,noyt,939,night:1,b
937,night,PIEMONTESE_BARBANIA,noyt,937,night:1,b
935,night,NONES_GARDENESE,nwet,935,night:1,b
938,night,PIEMONTESE_CARMAGNOLA,noyt,938,night:1,b
909,night,ARPITAN,nE,909,night:2,c
936,night,OCCITAN_ARANESE,ne,936,night:2,c
911,night,BALEAR_CATALAN,nit,911,night:3,d
912,night,CATALAN,nit,912,night:3,d
913,night,CATALAN_2,nit,913,night:3,d
934,night,NONES_FASSANO,net,934,night:3,d
955,night,VALENCIAN,nit,955,night:3,d
915,night,DALMATIAN,nuat,915,night:4,e
916,night,EMILIANO_CARPIGIANO,not,916,night:4,e
917,night,EMILIANO_FERRARESE,not,917,night:4,e
918,night,EMILIANO_REGGIANO,not,918,night:4,e
920,night,FRIULIAN,5ot,920,night:4,e
949,night,ROMANSH_VALLADER,not,949,night:4,e
948,night,ROMANSH_SURSILVAN,noC,948,night:4,e
947,night,ROMANSH_SURMIRAN,noT,947,night:4,e
946,night,ROMANSH_GRISHUN,noT,946,night:4,e
940,night,PIEMONTESE_VERCELLESE,noC,940,night:4,e
933,night,NONES,not,933,night:4,e
931,night,LOMBARD_PLESIO,noC,931,night:4,e
930,night,LOMBARD_BERGAMO,noC,930,night:4,e
926,night,LANGUEDOCIEN,5oC,926,night:4,e
919,night,FRENCH,nui,919,night:5,f
1217,nose,ALBANIAN_GHEG,hund3,1217,nose:0,a
1218,nose,ALBANIAN,hund3,1218,nose:0,a
1219,nose,ALBANIAN_TOSK,hund3,1219,nose:0,a
1237,nose,JUDEO_ESPAGNOL,nariz,1237,nose:1,b
1220,nose,ARAGONESE,nari8,1220,nose:1,b
1233,nose,GALICIAN,nari8,1233,nose:1,b
1222,nose,ASTURIAN,nari8es,1222,nose:1,b
1266,nose,SPANISH,naris,1266,nose:1,b
1267,nose,TURIA_AROMANIAN,nari,1267,nose:1,b
1253,nose,PORTUGUESE,nariS,1253,nose:1,b
1221,nose,ARPITAN,na,1221,nose:2,c
1228,nose,EMILIANO_CARPIGIANO,nEz,1228,nose:3,d
1229,nose,EMILIANO_FERRARESE,nas,1229,nose:3,d
1258,nose,ROMANSH_GRISHUN,nas,1258,nose:3,d
1261,nose,ROMANSH_VALLADER,nas,1261,nose:3,d
1257,nose,ROMANIAN_MEGLENO,nas,1257,nose:3,d
1259,nose,ROMANSH_SURMIRAN,nas,1259,nose:3,d
1262,nose,SARDINIAN,nasu,1262,nose:3,d
1268,nose,VALENCIAN,nas,1268,nose:3,d
1264,nose,SARDINIAN_LOGUDARESE,nasu,1264,nose:3,d
1265,nose,SICILIAN_UnnamedInSource,naska,1265,nose:3,d
1226,nose,CORSICAN,nasu,1226,nose:3,d
1225,nose,CATALAN_2,nas,1225,nose:3,d
1224,nose,CATALAN,nas,1224,nose:3,d
1223,nose,BALEAR_CATALAN,nas,1223,nose:3,d
1263,nose,SARDINIAN_CAMPIDANESE,nazu,1263,nose:3,d
1256,nose,ROMANIAN_2,nas,1256,nose:3,d
1260,nose,ROMANSH_SURSILVAN,nas,1260,nose:3,d
1234,nose,GASCON,nas,1234,nose:3,d
1230,nose,EMILIANO_REGGIANO,nEs,1230,nose:3,d
1232,nose,FRIULIAN,nas,1232,nose:3,d
1255,nose,ROMANIAN,nas,1255,nose:3,d
1235,nose,ITALIAN,naso,1235,nose:3,d
1236,nose,ITALIAN_GROSSETO_TUSCAN,naso,1236,nose:3,d
1238,nose,LANGUEDOCIEN,nas,1238,nose:3,d
1239,nose,LIGURIAN_GENOESE,nazu,1239,nose:3,d
1240,nose,LIGURIAN_RAPALLO,nazu,1240,nose:3,d
1241,nose,LIGURIAN_STELLA,nazu,1241,nose:3,d
1242,nose,LOMBARD_BERGAMO,nas,1242,nose:3,d
1254,nose,ROMAGNOL_RAVENNATE,ne3z,1254,nose:3,d
1244,nose,NEAPOLITAN_CALABRESE,nas3,1244,nose:3,d
1245,nose,NONES,nas,1245,nose:3,d
1246,nose,NONES_FASSANO,nEs,1246,nose:3,d
1247,nose,NONES_GARDENESE,nEs,1247,nose:3,d
1248,nose,OCCITAN_ARANESE,nas,1248,nose:3,d
1249,nose,PIEMONTESE_BARBANIA,nas,1249,nose:3,d
1250,nose,PIEMONTESE_CARMAGNOLA,nas,1250,nose:3,d
1251,nose,PIEMONTESE_LANZO_TORINESE,nas,1251,nose:3,d
1243,nose,LOMBARD_PLESIO,nas,1243,nose:3,d
1252,nose,PIEMONTESE_VERCELLESE,nas,1252,nose:3,d
1227,nose,DALMATIAN,nuos,1227,nose:4,e
1231,nose,FRENCH,ne,1231,nose:5,f
1847,one,ALBANIAN,Ne,1847,one:0,a
1848,one,ALBANIAN_TOSK,53,1848,one:1,b
1858,one,EMILIANO_FERRARESE,un,1858,one:10,k
1859,one,EMILIANO_REGGIANO,un,1859,one:11,l
1860,one,FRENCH,oe,1860,one:12,m
1861,one,FRIULIAN,uN,1861,one:13,n
1868,one,LIGURIAN_GENOESE,uN,1868,one:13,n
1869,one,LIGURIAN_RAPALLO,uN,1869,one:13,n
1870,one,LIGURIAN_STELLA,uN,1870,one:13,n
1875,one,NONES_FASSANO,uN,1875,one:13,n
1876,one,NONES_GARDENESE,uN,1876,one:13,n
1878,one,PIEMONTESE_BARBANIA,uN,1878,one:13,n
1879,one,PIEMONTESE_CARMAGNOLA,uN,1879,one:13,n
1880,one,PIEMONTESE_LANZO_TORINESE,uN,1880,one:13,n
1862,one,GALICIAN,un,1862,one:14,o
1863,one,GASCON,i,1863,one:15,p
1867,one,LANGUEDOCIEN,i,1867,one:16,q
1871,one,LOMBARD_BERGAMO,u,1871,one:17,r
1872,one,LOMBARD_PLESIO,vuN,1872,one:18,s
1873,one,NEAPOLITAN_CALABRESE,un3,1873,one:19,t
1849,one,ARAGONESE,un,1849,one:2,c
1874,one,NONES,un,1874,one:20,u
1877,one,OCCITAN_ARANESE,iN,1877,one:21,v
1881,one,PIEMONTESE_VERCELLESE,yuN,1881,one:22,w
1882,one,PORTUGUESE,u,1882,one:23,x
1883,one,ROMAGNOL_RAVENNATE,own,1883,one:24,y
1886,one,ROMANIAN_MEGLENO,un,1886,one:25,z
1887,one,ROMANSH_GRISHUN,en,1887,one:26,A
1888,one,ROMANSH_SURMIRAN,en,1888,one:27,B
1889,one,ROMANSH_SURSILVAN,in,1889,one:28,C
1890,one,ROMANSH_VALLADER,un,1890,one:29,D
1850,one,ARPITAN,yo,1850,one:3,d
1846,one,ALBANIAN_GHEG,nyi,1846,one:30,E
1896,one,TURIA_AROMANIAN,un,1896,one:30,E
1851,one,ASTURIAN,un,1851,one:4,e
1854,one,CATALAN_2,uns,1854,one:5,f
1852,one,BALEAR_CATALAN,uns,1852,one:5,f
1897,one,VALENCIAN,uns,1897,one:5,f
1853,one,CATALAN,un,1853,one:6,g
1885,one,ROMANIAN_2,unu,1885,one:7,h
1884,one,ROMANIAN,unu,1884,one:7,h
1893,one,SARDINIAN_LOGUDARESE,unu,1893,one:7,h
1895,one,SPANISH,uno,1895,one:7,h
1898,one,VLACH,unu,1898,one:7,h
1891,one,SARDINIAN,unu,1891,one:7,h
1855,one,CORSICAN,unu,1855,one:7,h
1864,one,ITALIAN,uno,1864,one:7,h
1865,one,ITALIAN_GROSSETO_TUSCAN,uno,1865,one:7,h
1866,one,JUDEO_ESPAGNOL,uno,1866,one:7,h
1894,one,SICILIAN_UnnamedInSource,unu,1894,one:7,h
1892,one,SARDINIAN_CAMPIDANESE,unu,1892,one:7,h
1856,one,DALMATIAN,yoin,1856,one:8,i
1857,one,EMILIANO_CARPIGIANO,un,1857,one:9,j
803,path,ALBANIAN_TOSK,StEg,803,path:0,a
802,path,ALBANIAN,Steg,802,path:0,a
807,path,BALEAR_CATALAN,k3mi,807,path:1,b
804,path,ARAGONESE,kamin,804,path:1,b
805,path,ARPITAN,Sami,805,path:1,b
806,path,ASTURIAN,kamin,806,path:1,b
808,path,CATALAN,k3mi,808,path:1,b
809,path,CATALAN_2,k3mi,809,path:1,b
818,path,GASCON,kami,818,path:1,b
821,path,JUDEO_ESPAGNOL,kamino,821,path:1,b
822,path,LANGUEDOCIEN,kami,822,path:1,b
852,path,VALENCIAN,kami,852,path:1,b
843,path,ROMANSH_SURMIRAN,vey3,843,path:10,k
844,path,ROMANSH_SURSILVAN,sEnd3,844,path:11,l
850,path,SPANISH,senda,850,path:11,l
801,path,ALBANIAN_GHEG,kap8,801,path:12,m
847,path,SARDINIAN_CAMPIDANESE,aruxa,847,path:12,m
831,path,NONES_GARDENESE,StrEda,831,path:2,c
838,path,ROMAGNOL_RAVENNATE,stre3,838,path:2,c
837,path,PORTUGUESE,seda,837,path:2,c
836,path,PIEMONTESE_VERCELLESE,stra,836,path:2,c
834,path,PIEMONTESE_CARMAGNOLA,stra,834,path:2,c
835,path,PIEMONTESE_LANZO_TORINESE,stra,835,path:2,c
810,path,CORSICAN,Strada,810,path:2,c
812,path,EMILIANO_CARPIGIANO,strEda,812,path:2,c
813,path,EMILIANO_FERRARESE,strada,813,path:2,c
814,path,EMILIANO_REGGIANO,strEda,814,path:2,c
817,path,GALICIAN,Estrada,817,path:2,c
846,path,SARDINIAN,istrada,846,path:2,c
820,path,ITALIAN_GROSSETO_TUSCAN,strada,820,path:2,c
848,path,SARDINIAN_LOGUDARESE,istrada,848,path:2,c
823,path,LIGURIAN_GENOESE,strada,823,path:2,c
849,path,SICILIAN_UnnamedInSource,strata,849,path:2,c
825,path,LIGURIAN_STELLA,Stro,825,path:2,c
826,path,LOMBARD_BERGAMO,strada,826,path:2,c
827,path,LOMBARD_PLESIO,Strada,827,path:2,c
828,path,NEAPOLITAN_CALABRESE,strat3,828,path:2,c
829,path,NONES,strada,829,path:2,c
830,path,NONES_FASSANO,StrEda,830,path:2,c
816,path,FRIULIAN,stradE,816,path:2,c
824,path,LIGURIAN_RAPALLO,strada,824,path:2,c
833,path,PIEMONTESE_BARBANIA,stra,833,path:2,c
840,path,ROMANIAN_2,cale,840,path:3,d
811,path,DALMATIAN,kal,811,path:3,d
851,path,TURIA_AROMANIAN,kali,851,path:3,d
815,path,FRENCH,rut,815,path:4,e
819,path,ITALIAN,sentyaro,819,path:5,f
832,path,OCCITAN_ARANESE,kursEro,832,path:6,g
839,path,ROMANIAN,k3rare,839,path:7,h
841,path,ROMANIAN_MEGLENO,drum,841,path:8,i
842,path,ROMANSH_GRISHUN,vi3,842,path:9,j
845,path,ROMANSH_VALLADER,vi3,845,path:9,j
1794,person,ALBANIAN,vet3,1794,person:0,a
1795,person,ALBANIAN_TOSK,vEt3,1795,person:0,a
1796,person,ARAGONESE,ombre,1796,person:1,b
1797,person,ARPITAN,omu,1797,person:2,c
1833,person,ROMANIAN_MEGLENO,wom,1833,person:2,c
1812,person,ITALIAN_GROSSETO_TUSCAN,omo,1812,person:2,c
1823,person,NONES_GARDENESE,womo,1823,person:2,c
1845,person,VLACH,omu,1845,person:2,c
1816,person,LIGURIAN_RAPALLO,omu,1816,person:2,c
1815,person,LIGURIAN_GENOESE,omu,1815,person:2,c
1824,person,OCCITAN_ARANESE,persuno,1824,person:3,d
